T_degC,Salnty,O2ml_L,Depthm,Bottom_D,Wind_Spd,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
14.4,33.53,5.59,100,3982.0,16.0,17.5,16.9,Clear,,Zero,10km to 20km
8.72,33.911,2.97,169,3841.0,14.0,14.9,13.7,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
16.29,33.302,6.05,10,31.0,6.0,18.8,15.7,Clear,,Zero,20km to 50km
11.39,33.52,3.77,50,54.0,5.0,21.2,19.9,,,,
7.565,34.2659,0.662,400,652.0,3.0,18.6,17.0,,,,
10.39,33.823,3.96,20,65.0,16.0,15.8,14.5,Partly Cloudy,Stratocumulus,1/10 or less but not zero,20km to 50km
14.999,33.323,,9,3817.0,4.0,16.7,14.8,,,,
7.986,34.1666,1.092,270,564.0,3.0,12.6,11.2,,,,
8.257,34.0174,2.239,200,872.0,14.0,18.5,17.0,,,,
13.569,33.313,5.84,50,4026.0,6.0,14.7,12.9,Partly Cloudy,Stratus,1/10 or less but not zero,10km to 20km
8.12,34.032,2.51,229,4234.0,19.0,13.2,11.1,Continuous blowing snow,Stratus,10/10,10km to 20km
13.378,33.4574,5.523,100,4389.0,4.0,13.7,11.9,,,,
13.7,33.219,5.57,25,32.0,13.0,14.2,12.0,Partly Cloudy,Stratocumulus,5/10,20km to 50km
9.2,33.895,2.65,140,768.0,17.0,14.3,12.2,Clear,,Zero,20km to 50km
14.41,33.462,5.86,26,4201.0,16.0,12.5,9.1,Continuous blowing snow,Nimbostratus,10/10,4km to 10km
14.89,33.254,5.56,59,628.0,25.0,14.1,12.6,Partly Cloudy,Altostratus,9/10 or more but not 10/10,2km to 4km
9.28,33.965,2.37,84,730.0,12.0,17.2,16.1,Partly Cloudy,Cirrocumulus,7/10 to 8/10,10km to 20km
11.8,33.511,4.9,100,4212.0,19.0,17.8,15.3,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
10.13,33.831,2.68,50,1652.0,5.0,17.8,16.2,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
10.23,33.806,2.89,75,1201.0,14.0,12.8,11.9,,,,
8.28,34.216,1.27,317,615.0,4.0,22.0,18.9,Clear,,Zero,10km to 20km
13.633,33.4892,5.76,50,328.0,5.0,14.1,13.1,,,,
16.5,33.293,5.82,19,574.0,6.0,17.2,15.1,,,,
11.002,33.3546,4.775,75,4000.0,11.0,15.5,13.3,Drizzle,Stratocumulus,10/10,2km to 4km
12.91,33.453,6.14,20,,,,,,,,
6.363,34.1563,0.723,400,3817.0,15.0,18.2,16.1,,,,
8.06,34.252,1.02,318,859.0,7.0,13.9,10.8,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
10.61,33.461,4.24,125,3707.0,9.0,14.0,10.9,,,,
11.955,33.5602,4.777,60,96.0,20.0,14.0,11.4,Clear,,Zero,20km to 50km
13.13,33.093,6.08,21,238.0,7.0,12.1,10.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
8.68,33.935,2.67,150,4234.0,9.0,16.6,14.9,,,,
10.14,32.89,5.66,75,,8.0,20.1,18.8,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
16.29,33.105,5.76,2,3775.0,12.0,17.0,15.5,Continuous blowing snow,Stratus,10/10,4km to 10km
11.04,33.753,3.89,30,574.0,8.0,16.7,13.8,Partly Cloudy,Stratocumulus,7/10 to 8/10,4km to 10km
15.02,33.33,6.4,16,659.0,12.0,17.8,13.9,Clear,,Zero,4km to 10km
14.95,33.507,5.79,20,,,,,,,,
7.7,34.064,2.34,271,3930.0,12.0,13.2,10.9,,,,
5.53,34.379,0.13,700,766.0,13.0,16.5,12.8,Partly Cloudy,Cirrocumulus,2/10 to 3/10,20km to 50km
12.42,33.472,4.77,95,1586.0,10.0,13.3,10.4,,,,
12.668,33.554,4.415,60,563.0,15.0,18.5,16.5,Clear,,Zero,50km or more
16.62,33.409,5.67,10,3839.0,12.0,18.4,17.2,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
9.11,33.917,3.22,150,1177.0,9.0,16.3,14.7,Partly Cloudy,Cirrus,4/10,10km to 20km
13.11,33.554,6.17,15,70.0,3.0,16.1,14.9,,,,
11.205,33.6395,3.207,30,42.0,4.0,16.0,14.8,,,,
11.92,33.529,4.8,84,3821.0,18.0,15.9,14.8,Clear,,Zero,10km to 20km
15.22,33.019,6.85,0,19.0,14.0,14.9,13.8,Partly Cloudy,Altostratus,9/10 or more but not 10/10,4km to 10km
11.47,33.566,4.2,39,60.0,3.0,18.1,17.7,,,,
11.17,33.021,5.2,125,3825.0,24.0,15.0,13.5,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
9.29,33.912,2.81,126,3985.0,20.0,16.9,15.6,,,,
7.48,34.025,2.12,300,4324.0,12.0,21.1,18.0,Partly Cloudy,Cumulus,5/10,20km to 50km
12.15,33.538,5.46,20,77.0,32.0,14.8,12.2,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
14.188,33.4986,5.698,97,4116.0,6.0,21.0,19.0,Partly Cloudy,Stratus,2/10 to 3/10,4km to 10km
10.954,33.5399,4.082,58,1680.0,12.0,15.1,14.0,Clear,,Zero,4km to 10km
13.418,33.3681,6.081,20,56.0,1.0,20.0,18.5,,,,
13.83,33.303,5.43,68,866.0,22.0,18.4,16.8,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
8.86,34.159,1.77,199,1644.0,20.0,15.3,14.2,Partly Cloudy,Cirrocumulus,2/10 to 3/10,10km to 20km
16.74,32.93,5.72,1,,20.0,17.0,15.8,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
12.49,33.361,4.98,30,61.0,3.0,15.3,15.3,Fog,Stratus,10/10,10km to 20km
15.05,33.6696,5.873,5,83.0,22.0,15.0,14.0,,,,
7.95,34.298,0.6,300,1676.0,15.0,17.0,15.2,Continuous blowing snow,Stratus,10/10,4km to 10km
3.88,34.465,,1028,,16.0,14.8,12.1,,,,
7.661,34.1015,1.5,300,3757.0,15.0,17.8,14.9,Partly Cloudy,Stratus,2/10 to 3/10,4km to 10km
8.95,33.977,2.76,200,3821.0,3.0,16.9,15.0,Clear,,Zero,20km to 50km
12.792,33.3943,5.379,101,4237.0,6.0,19.0,18.0,Continuous blowing snow,Stratus,9/10 or more but not 10/10,4km to 10km
8.227,33.9633,2.635,200,4034.0,11.0,16.2,13.9,,,,
16.21,33.3337,6.41,10,22.0,4.0,20.4,17.6,Clear,,Zero,20km to 50km
20.048,33.5405,5.551,0,19.0,6.0,20.9,18.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
13.37,33.009,5.84,50,,18.0,15.2,14.6,Continuous blowing snow,Stratus,10/10,4km to 10km
9.11,33.856,2.81,100,566.0,20.0,12.8,12.0,,,,
13.65,33.232,5.98,50,2177.0,27.0,14.7,14.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
12.5,33.572,5.39,30,99.0,0.0,12.5,10.0,,,,
18.51,33.63,,2,78.0,3.0,20.3,20.0,Partly Cloudy,Stratocumulus,4/10,20km to 50km
10.063,33.2355,4.724,125,4037.0,5.0,15.1,13.5,,,,
10.15,33.774,2.54,30,78.0,21.0,14.9,13.2,Partly Cloudy,Stratus,2/10 to 3/10,20km to 50km
5.93,34.257,0.42,500,1901.0,10.0,15.5,13.9,,,,
9.17,34.067,1.91,171,711.0,7.0,16.1,14.2,Clear,,Zero,10km to 20km
19.645,33.5345,5.332,20,1343.0,4.0,16.9,17.2,Continuous blowing snow,Stratus,10/10,4km to 10km
12.697,33.5915,4.21,40,50.0,12.0,14.9,14.3,,,,
8.43,33.945,3.08,200,4205.0,11.0,18.5,16.2,,,,
9.21,34.041,2.17,170,1184.0,6.0,14.0,13.9,,,,
17.25,33.668,5.73,75,4024.0,3.0,18.9,16.9,,,,
10.88,33.735,2.78,39,49.0,11.0,14.0,12.0,Partly Cloudy,Stratocumulus,5/10,20km to 50km
9.56,33.74,3.13,120,1659.0,6.0,15.5,13.5,Clear,Altostratus,4/10,4km to 10km
6.97,34.183,1.0,378,1196.0,5.0,17.5,15.7,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
12.88,33.339,,10,744.0,4.0,14.8,13.0,Clear,,Zero,20km to 50km
7.518,34.0447,1.994,321,4130.0,15.0,20.0,17.5,Partly Cloudy,Cirrostratus,6/10,20km to 50km
12.33,33.059,5.25,70,4183.0,24.0,12.8,12.0,,,,
14.43,33.014,,12,4181.0,26.0,13.0,12.5,Partly Cloudy,Cirrostratus,1/10 or less but not zero,10km to 20km
9.38,34.056,2.17,150,841.0,1.0,14.1,10.8,,,,
17.46,33.65,5.67,10,3928.0,14.0,17.6,16.0,,,,
10.95,33.489,4.73,84,1315.0,8.0,19.9,18.0,Partly Cloudy,Stratocumulus,5/10,10km to 20km
6.44,34.152,0.9,377,937.0,24.0,14.5,13.2,,,,
12.96,33.133,5.94,60,3571.0,25.0,13.8,13.0,,,,
9.19,34.054,2.1,150,1668.0,8.0,18.0,16.8,,,,
16.348,33.571,5.779,0,20.0,2.0,16.2,12.2,,,,
9.16,34.103,1.94,229,644.0,16.0,20.8,16.4,,,,
15.99,33.598,5.79,10,3801.0,20.0,17.0,16.0,,,,
15.114,33.5578,5.151,40,52.0,4.0,15.8,13.8,,,,
8.07,34.134,1.86,250,1176.0,9.0,17.9,16.2,,,,
10.75,33.413,4.41,140,4125.0,14.0,16.7,16.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,20km to 50km
9.32,34.104,1.75,169,241.0,6.0,9.5,8.3,Clear,,Zero,20km to 50km
12.08,33.749,4.09,52,91.0,3.0,16.0,14.9,Continuous blowing snow,Stratus,10/10,4km to 10km
10.054,33.6281,3.465,119,1714.0,19.0,18.0,17.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
14.03,33.102,5.75,85,4095.0,15.0,17.0,15.7,,,,
8.8,33.918,2.7,168,905.0,20.0,14.0,13.0,,,,
10.419,33.4661,4.747,140,4022.0,15.0,16.4,15.1,Continuous blowing snow,Stratus,10/10,10km to 20km
12.435,33.3396,5.656,85,1860.0,19.0,14.0,13.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
17.533,33.388,5.774,15,20.0,2.0,20.0,17.5,Partly Cloudy,Cirrostratus,2/10 to 3/10,4km to 10km
9.56,33.956,2.15,100,1202.0,11.0,14.0,11.0,,,,
18.271,33.6394,5.758,2,630.0,8.0,18.0,16.8,,,,
9.653,33.9349,2.955,75,246.0,7.0,11.9,11.2,,,,
6.15,34.079,1.35,437,4148.0,16.0,18.2,16.7,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,4km to 10km
9.38,33.857,2.77,170,4135.0,21.0,17.0,15.5,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
6.865,34.2749,0.496,400,1714.0,5.0,17.2,15.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
14.14,33.281,5.96,2,30.0,10.0,13.9,7.7,,,,
8.66,34.088,2.23,168,1696.0,15.0,16.2,14.0,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
11.98,32.856,6.24,45,4355.0,21.0,11.4,10.0,,,,
8.75,34.042,2.24,201,3941.0,11.0,16.9,15.9,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
8.71,34.186,1.39,229,1182.0,5.0,16.1,13.5,Partly Cloudy,Cirrostratus,4/10,4km to 10km
13.18,33.375,5.11,30,65.0,27.0,18.8,17.6,Clear,,Zero,20km to 50km
8.236,34.2137,1.089,270,1653.0,12.0,19.9,11.9,Partly Cloudy,Cirrocumulus,2/10 to 3/10,20km to 50km
18.15,33.29,5.53,0,1357.0,21.0,18.9,18.3,Partly Cloudy,Altocumulus,5/10,4km to 10km
13.35,33.073,5.96,20,3801.0,8.0,14.1,12.1,Clear,,Zero,10km to 20km
8.8,34.072,2.27,201,1482.0,16.0,19.5,17.4,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
10.46,33.2,5.17,63,75.0,8.0,17.5,17.0,,,,
17.22,33.4549,6.148,10,25.0,16.0,22.3,19.8,Partly Cloudy,Stratocumulus,2/10 to 3/10,20km to 50km
10.82,33.564,4.28,71,867.0,15.0,18.0,16.2,Partly Cloudy,Cirrocumulus,1/10 or less but not zero,10km to 20km
14.23,33.572,5.95,10,1628.0,5.0,15.9,13.9,Clear,,Zero,10km to 20km
9.76,33.599,4.02,171,3991.0,16.0,17.5,15.8,,,,
8.7,34.123,1.69,229,752.0,12.0,15.8,13.9,Clear,,Zero,20km to 50km
17.357,33.3187,5.701,60,4132.0,15.0,18.5,16.5,,,,
15.98,33.038,5.8,20,4119.0,23.0,15.0,14.8,,,,
7.797,34.0521,2.188,250,3129.0,22.0,17.9,16.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
15.53,33.176,5.78,30,4039.0,18.0,14.9,12.7,Partly Cloudy,Cirrus,7/10 to 8/10,10km to 20km
14.38,33.131,5.95,31,3817.0,16.0,14.0,13.8,,,,
13.95,33.483,6.09,2,74.0,2.0,13.8,12.0,Clear,,Zero,Less than 50m
7.426,34.2724,0.57,379,1217.0,14.0,19.0,16.4,,,,
7.87,34.028,2.77,300,4143.0,15.0,15.0,11.8,Continuous blowing snow,Stratus,10/10,20km to 50km
12.23,33.655,4.93,70,4186.0,2.0,19.0,17.5,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
9.818,33.8353,3.278,30,314.0,3.0,10.8,9.8,,,,
11.055,33.677,4.14,30,67.0,32.0,15.1,12.8,Clear,,Zero,10km to 20km
8.736,33.8798,3.196,231,4141.0,22.0,15.8,13.0,Partly Cloudy,Stratus,2/10 to 3/10,10km to 20km
18.09,32.87,5.62,0,4234.0,28.0,16.8,13.7,,,,
14.45,33.506,8.02,5,24.0,10.0,15.5,14.5,Clear,,Zero,4km to 10km
14.13,33.197,5.88,94,4330.0,24.0,18.7,16.3,,,,
8.225,34.2508,0.966,300,606.0,6.0,16.7,14.5,Partly Cloudy,Cumulus,1/10 or less but not zero,20km to 50km
14.33,33.492,6.21,0,75.0,18.0,14.7,12.0,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,10km to 20km
15.33,33.948,5.3,150,4215.0,9.0,17.0,13.5,,,,
6.199,34.0744,1.143,400,4329.0,23.0,12.8,10.2,,,,
8.57,33.815,3.31,267,4102.0,6.0,20.2,17.9,Continuous blowing snow,Stratus,10/10,10km to 20km
8.32,33.9692,3.076,250,4219.0,16.0,15.7,12.4,Partly Cloudy,Stratus,5/10,20km to 50km
16.54,33.562,6.44,10,71.0,10.0,17.7,16.7,Partly Cloudy,Cirrostratus,2/10 to 3/10,10km to 20km
8.35,34.0585,1.984,200,1330.0,4.0,15.1,13.5,Partly Cloudy,Stratus,1/10 or less but not zero,4km to 10km
15.593,33.6272,5.893,30,1438.0,29.0,15.0,14.0,,,,
15.55,33.296,,2,1098.0,8.0,14.0,11.2,Partly Cloudy,Cumulus,4/10,20km to 50km
6.71,34.239,0.61,400,1203.0,18.0,13.9,12.8,Partly Cloudy,Altostratus,9/10 or more but not 10/10,10km to 20km
8.924,33.8875,3.0,201,1647.0,10.0,16.5,15.3,Partly Cloudy,Cirrostratus,9/10 or more but not 10/10,10km to 20km
18.2,33.526,6.24,10,137.0,14.0,18.8,17.0,,,,
9.68,33.41,4.14,108,3788.0,27.0,14.8,13.7,,,,
14.05,33.663,6.69,30,634.0,2.0,18.5,17.8,,,,
9.955,33.5923,3.813,140,765.0,8.0,19.9,15.5,Partly Cloudy,Cirrostratus,5/10,20km to 50km
8.035,34.2192,1.01,300,987.0,5.0,17.2,14.9,,,,
14.97,33.721,6.96,10,115.0,10.0,15.2,14.5,,,,
8.82,34.056,2.53,150,2999.0,17.0,15.0,13.5,Clear,,Zero,10km to 20km
11.53,33.683,,6,95.0,8.0,13.6,13.2,,,,
19.1,33.489,,11,155.0,9.0,18.1,17.3,,,,
10.05,33.303,4.91,98,4077.0,5.0,15.0,15.0,,,,
14.802,33.6152,5.75,41,4030.0,9.0,14.4,12.8,,,,
11.52,33.559,3.57,20,37.0,4.0,15.8,14.7,,,,
5.62,34.189,0.6,500,4006.0,4.0,13.3,10.0,,,,
8.748,33.9089,2.826,200,4238.0,7.0,17.0,16.0,,,,
10.93,33.621,4.06,30,41.0,3.0,14.3,11.9,Partly Cloudy,Stratocumulus,4/10,4km to 10km
9.97,33.469,4.06,75,1466.0,17.0,17.0,16.7,Continuous blowing snow,Stratus,10/10,2km to 4km
7.53,34.148,1.42,267,1317.0,7.0,14.1,10.9,Partly Cloudy,Cumulus,4/10,20km to 50km
16.264,33.5626,5.421,10,958.0,26.0,17.0,15.2,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
11.19,33.368,4.41,50,660.0,6.0,21.9,19.0,Partly Cloudy,Cirrus,4/10,10km to 20km
10.63,33.547,,75,992.0,26.0,13.0,11.2,,,,
19.466,33.3016,5.321,0,4178.0,6.0,19.9,16.9,Partly Cloudy,Stratus,9/10 or more but not 10/10,10km to 20km
19.535,33.7858,5.271,38,4121.0,7.0,18.9,17.0,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
10.55,33.739,2.93,50,134.0,17.0,15.4,14.1,,,,
14.91,33.347,5.93,21,65.0,10.0,16.0,13.9,Clear,,Zero,20km to 50km
16.54,33.233,5.69,20,3820.0,16.0,16.2,15.5,,,,
10.98,33.814,2.74,60,90.0,13.0,13.1,12.0,,,,
9.03,33.814,3.04,101,3930.0,3.0,17.4,16.1,,,,
7.202,34.2303,0.732,381,961.0,30.0,14.2,13.0,Clear,,Zero,10km to 20km
6.53,34.217,0.74,377,2187.0,19.0,13.9,11.9,,,,
5.64,34.202,0.56,513,4128.0,12.0,16.9,16.1,Partly Cloudy,Cirrostratus,5/10,20km to 50km
13.068,33.3639,6.252,2,1372.0,7.0,14.2,12.8,Partly Cloudy,Cirrostratus,1/10 or less but not zero,10km to 20km
15.07,33.044,5.85,16,3801.0,19.0,15.8,13.9,Partly Cloudy,Altostratus,7/10 to 8/10,10km to 20km
10.65,33.361,4.49,75,,27.0,14.7,14.0,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
18.633,33.4458,5.553,2,1712.0,15.0,16.5,15.6,,,,
15.72,33.413,5.86,2,3844.0,16.0,18.0,16.7,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
7.13,34.224,0.92,375,3825.0,16.0,18.2,17.2,Partly Cloudy,Cumulus,1/10 or less but not zero,10km to 20km
15.223,33.5148,5.846,20,1190.0,16.0,13.6,9.7,,,,
14.025,33.3419,,10,558.0,21.0,13.5,11.8,,,,
14.61,33.431,5.83,65,3826.0,12.0,15.0,14.0,,,,
7.03,34.102,1.53,300,1320.0,15.0,15.1,13.2,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
14.963,33.0909,5.792,20,4187.0,17.0,15.0,13.8,Partly Cloudy,Cumulus,5/10,4km to 10km
12.81,33.123,6.16,40,3792.0,3.0,15.0,13.9,,,,
14.738,33.4727,5.823,50,1201.0,17.0,13.0,12.5,,,,
7.23,34.026,2.1,300,4120.0,15.0,16.8,14.0,Partly Cloudy,Stratus,5/10,20km to 50km
11.88,33.51,5.34,59,349.0,8.0,19.3,16.1,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
14.24,33.21,5.96,0,2168.0,6.0,14.0,11.4,,,,
7.09,34.102,1.27,300,3877.0,21.0,13.0,12.0,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,4km to 10km
14.52,33.229,,10,4225.0,4.0,18.0,15.5,Continuous blowing snow,Cumulus,2/10 to 3/10,20km to 50km
9.45,33.631,3.29,120,3636.0,11.0,14.0,12.0,Partly Cloudy,Stratocumulus,5/10,20km to 50km
14.92,33.477,5.17,40,102.0,16.0,14.9,12.8,,,,
7.72,33.961,3.31,250,4010.0,11.0,18.0,16.7,Clear,,Zero,20km to 50km
15.64,33.446,5.74,62,3815.0,15.0,15.0,15.0,,,,
11.625,33.7217,3.525,60,73.0,18.0,17.5,16.5,Partly Cloudy,Cirrostratus,4/10,20km to 50km
14.63,33.148,5.93,59,4188.0,20.0,15.4,13.8,,,,
23.26,33.729,6.26,4,60.0,,,,,,,
8.6,34.08,1.57,60,202.0,17.0,14.0,13.1,Partly Cloudy,Cirrostratus,4/10,20km to 50km
9.86,33.304,4.61,125,4121.0,10.0,17.2,17.0,,,,
12.88,33.381,6.3,10,75.0,10.0,19.5,19.2,Fog,,10/10,2km to 4km
7.672,34.1992,0.974,270,1339.0,17.0,17.1,16.0,,,,
9.61,33.781,3.08,125,243.0,20.0,12.0,11.6,Drizzle,Stratocumulus,10/10,2km to 4km
10.06,33.483,4.17,125,4083.0,7.0,17.2,16.2,,,,
9.73,33.025,5.48,84,4251.0,10.0,17.8,17.2,Partly Cloudy,Stratocumulus,7/10 to 8/10,10km to 20km
13.06,33.343,5.35,40,80.0,6.0,14.0,13.0,,,,
12.85,33.43,6.36,0,74.0,14.0,12.7,11.5,,,,
13.48,33.435,6.08,21,1460.0,23.0,14.3,11.3,Clear,,Zero,Less than 50m
11.64,33.471,4.11,65,72.0,3.0,23.2,19.5,Partly Cloudy,Cirrostratus,4/10,20km to 50km
10.75,33.618,3.52,70,1442.0,13.0,17.2,16.0,Partly Cloudy,Stratus,9/10 or more but not 10/10,20km to 50km
7.02,34.23,0.74,400,3793.0,6.0,15.1,13.2,,,,
6.29,34.265,0.41,500,911.0,13.0,13.5,14.1,,,,
9.908,33.8591,2.854,50,78.0,5.0,15.3,14.1,,,,
6.52,34.109,1.15,377,4025.0,21.0,15.0,13.1,Partly Cloudy,Cirrus,2/10 to 3/10,20km to 50km
9.26,34.044,2.52,140,1466.0,15.0,14.5,13.0,,,,
6.03,34.31,0.32,517,733.0,7.0,15.2,14.8,,,,
9.83,33.884,2.47,71,95.0,22.0,12.9,11.0,Clear,,Zero,Less than 50m
6.28,34.079,1.42,400,3926.0,22.0,16.0,13.5,,,,
10.48,33.573,4.13,93,627.0,12.0,18.2,13.1,,,,
6.467,34.3231,0.275,515,1650.0,2.0,19.2,16.0,Partly Cloudy,Stratus,7/10 to 8/10,10km to 20km
13.45,33.184,6.29,54,3632.0,7.0,16.1,13.9,,,,
13.56,33.086,5.95,54,4346.0,25.0,13.0,11.9,,,,
9.58,33.884,2.83,150,1166.0,11.0,16.1,14.0,,,,
5.882,34.2843,0.335,516,738.0,27.0,15.9,14.1,,,,
9.085,33.9617,2.38,150,840.0,23.0,11.9,9.8,,,,
13.08,33.388,5.79,16,19.0,8.0,17.2,13.0,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
18.53,33.427,5.43,10,4113.0,5.0,19.8,16.8,Partly Cloudy,Stratocumulus,4/10,20km to 50km
6.39,34.198,0.77,437,1581.0,11.0,17.8,15.5,Partly Cloudy,Cirrus,2/10 to 3/10,10km to 20km
9.1,34.038,2.31,168,1694.0,3.0,14.8,13.2,Partly Cloudy,Cirrus,1/10 or less but not zero,20km to 50km
18.203,33.439,5.528,25,4047.0,12.0,19.0,16.3,,,,
12.8,33.077,5.81,96,3976.0,15.0,15.0,15.0,Partly Cloudy,Stratus,6/10,4km to 10km
6.51,34.129,1.16,400,2222.0,8.0,17.1,16.3,,,,
14.56,33.222,5.93,27,2482.0,17.0,15.2,14.7,Fog,,Zero,50m to 200m
6.46,34.139,1.11,400,3931.0,14.0,15.5,16.0,,,,
15.608,33.1766,5.823,75,4253.0,9.0,15.9,15.1,Partly Cloudy,Nimbostratus,9/10 or more but not 10/10,20km to 50km
17.83,33.461,5.53,11,4431.0,9.0,18.0,16.1,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
14.45,33.258,5.84,30,,15.0,14.9,11.9,Partly Cloudy,Altostratus,9/10 or more but not 10/10,4km to 10km
9.882,34.2663,1.157,250,659.0,3.0,19.9,18.5,,,,
18.118,33.2439,5.496,23,4250.0,14.0,18.0,16.1,Continuous blowing snow,Stratus,9/10 or more but not 10/10,4km to 10km
8.0,34.288,0.79,319,626.0,10.0,19.5,18.1,,,,
11.966,33.1133,5.731,61,4250.0,5.0,15.0,14.9,Continuous blowing snow,Stratocumulus,10/10,4km to 10km
6.628,34.1491,0.889,400,1900.0,8.0,18.0,17.5,,,,
9.57,33.76,3.25,145,1470.0,18.0,17.3,14.9,Partly Cloudy,Cumulus,4/10,20km to 50km
10.28,33.885,4.57,61,772.0,30.0,11.5,8.9,,,,
17.731,33.4384,5.556,30,58.0,5.0,19.1,,Partly Cloudy,Stratocumulus,9/10 or more but not 10/10,10km to 20km
8.52,33.977,2.61,200,3793.0,9.0,15.0,12.9,Partly Cloudy,Altocumulus,2/10 to 3/10,10km to 20km
14.23,33.362,6.05,19,65.0,2.0,13.2,11.2,,,,
12.17,33.208,5.3,84,3836.0,20.0,13.4,11.0,,,,
6.84,34.259,0.57,378,3927.0,20.0,16.0,14.1,,,,
8.282,34.2656,0.876,300,625.0,3.0,15.3,13.3,,,,
16.89,33.404,,2,4086.0,23.0,18.0,16.9,Continuous blowing snow,Stratocumulus,9/10 or more but not 10/10,20km to 50km
15.22,33.083,5.86,2,4561.0,24.0,13.3,11.3,,,,
9.91,33.548,3.82,145,679.0,12.0,17.9,15.5,,,,
6.1,34.287,0.43,500,3861.0,20.0,16.2,14.7,,,,
13.659,33.1369,5.571,75,3837.0,14.0,19.7,18.5,Clear,,Zero,20km to 50km
8.41,34.012,2.38,200,4005.0,11.0,17.0,14.0,Clear,,Zero,20km to 50km
10.051,33.4914,4.56,171,4100.0,20.0,15.2,12.0,,,,
10.57,33.757,3.18,20,571.0,12.0,14.5,13.4,Continuous blowing snow,Stratocumulus,10/10,10km to 20km
18.917,33.4586,5.398,10,4020.0,8.0,18.0,15.9,,,,
7.42,34.16,1.21,300,3800.0,8.0,15.5,13.9,Clear,,Zero,10km to 20km
12.325,33.4603,3.97,42,60.0,4.0,19.6,17.9,Partly Cloudy,Stratocumulus,2/10 to 3/10,10km to 20km
16.884,33.5946,5.585,10,727.0,3.0,15.3,13.9,Continuous blowing snow,Stratus,10/10,20km to 50km
10.35,33.508,4.05,75,812.0,1.0,12.9,11.1,,,,
12.83,33.594,5.46,45,241.0,15.0,12.7,9.8,,,,
14.1,33.173,6.09,61,4150.0,23.0,17.0,15.9,Partly Cloudy,Cirrostratus,2/10 to 3/10,10km to 20km
9.45,33.894,2.84,199,3816.0,17.0,16.3,15.2,,,,
13.22,33.177,5.23,50,103.0,4.0,12.2,10.9,,,,
8.96,34.176,1.45,199,581.0,4.0,16.9,16.0,Partly Cloudy,Cirrostratus,2/10 to 3/10,20km to 50km
5.825,34.1645,0.615,500,4263.0,6.0,18.0,17.4,,,,
10.416,33.9437,2.52,140,325.0,4.0,14.0,9.0,,,,
15.35,33.495,5.8,0,1606.0,6.0,15.9,14.0,Partly Cloudy,Altocumulus,9/10 or more but not 10/10,20km to 50km
14.771,33.391,5.922,10,1328.0,14.0,16.8,14.9,Clear,,Zero,10km to 20km
15.507,33.492,5.813,50,3853.0,10.0,16.9,15.4,,,,
9.27,34.101,1.92,139,960.0,9.0,15.6,14.5,Continuous blowing snow,Stratocumulus,10/10,20km to 50km
10.42,33.52,4.03,60,723.0,5.0,19.5,18.0,,,,
14.322,33.5482,,10,679.0,8.0,16.7,14.0,Partly Cloudy,Cirrostratus,1/10 or less but not zero,20km to 50km
15.64,33.441,5.71,20,620.0,17.0,14.2,12.9,,,,
10.4,33.544,4.14,99,4178.0,8.0,11.9,10.0,Partly Cloudy,Stratus,1/10 or less but not zero,10km to 20km
10.26,33.754,3.57,75,419.0,1.0,19.0,17.5,,,,
